Handle,Title,Body,Vendor,Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
medium-blue-bag-with-skulls-and-roses,,,,,,Title,Cream,,,,,DB102-CRM-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB102_med_cream_skulls_angle_FULL_2.jpg?1257429506
medium-black-bag-with-tattoo-motif,Medium Tattoo Motif Bag (Various Colours),"It has to be said, tattoos aren't for everyone. They hurt, and can end up looking rubbish (Actually, mine didn't hurt that much and look awesome, but I'm trying to build an atmosphere here). Plus there's the stuck there for all eternity arguement. And Amy Winehouse (she's an arguement against a lot of things though). So, instead, here is this rather wonderful bag. Loving the whole 1940s/1950s vibe. A little bit rockabilly and a lot fabulous.

Perfect day bag, for work or play (Granted you might need a slightly liberal minded boss for the 'work' part). Strong and durable, with inner zipped pocket. High quality Doc Black product. Available in a variety of other colours and sizes.


Measurements:

Height (from tip of handle to bottom of bag) – 13in
Height (from top to bottom of bag) – 7 1\2in
Width (from widest point to widest point) – 13in",Docblack,Accessories,"1940s, bag, black, light blue, mermaid, pink, retro, skulls, tattoo",Title,Pink,,,,,DB95-PNK-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB95_med_pink_tattoo_angle_FULL_2.jpg?1257429506
medium-black-bag-with-tattoo-motif,,,,,,Title,Light Blue,,,,,DB98-L.BLU-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB98_med_lt_blue_tattoo_FULL_2.jpg?1257429506
medium-black-bag-with-tattoo-motif,,,,,,Title,Black,,,,,DB104-BLK-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB104_med_black_tattoo_FULL_1.jpg?1257429506
medium-black-bag-with-tattoo-motif,,,,,,Title,Yellow,,,,,DB97-YLW-M,2000,shopify,100,deny,manual,21.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB97_med_yellow_tattoo_FULL_2.jpg?1257429506
white-skirt-neon-skulls-design,Neon Skulls White Skirt ,"A lovely bit of colour here. After all, sometimes it's nice to have a break from all over black! 1980s style neon skull print under skirt with black (well, there had to be some somwhere right?) mesh overlay with spider and cobweb motif. High quality Doc Black original product.",Docblack,Skirts,"docblack, shopify, skirt, skull",Title,One Size,,,,,DB3-WHT-O,0,shopify,100,deny,manual,15.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB03_NeonSkullsSkirt.jpg?1257429506
orange-patterned-elastic-bandana,Orange Patterned Elastic Bandana,"Elasticated for your convenience, these spiffy bandanas are great for people who are on the go (or, for those like me, people who are always late).",Docblack,Accessories,"bandana, elastic, orange, patterned",Size Free,Size Free,,,,,DB321-ORG-0,0,shopify,100,deny,manual,3.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB321_Orange_Pattern_Elastic_Bandana2.jpg?1257429506
pink-skulls-strappy-dress,Pink Skulls Strappy Dress,"Be pretty in pink (RIP John Hughes - sobs) in this skull print dress with grey flourishments. Go on, discover your inner Molly Ringwald.

Size Free. Doc Black original product.",Docblack,Dresses,"blood, docblack, dress, goth, pink, skulls",Size Free,Default,,,,,DB389-PNK-0,0,shopify,100,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB389_Pink_Skull_Strappy_DressPS.jpg?1257429506
pink-zebra-print-bikini,Pink Zebra Print Bikini,"This a shade of pink is just on the right side of acid (...pink, I mean, not the drug. That's just a silly thing to do) Your mates will definately not lose you if you rock up to the beach in this bad boy. And if you happen to actually BE a boy, it becomes doubly true, although I guess in that situation the colour of the bikini becomes some what of a moot point. Either way, this is very cool beach type wear!

One Size fits all.",Docblack,Bikinis,"bikini, pink, tribal, zebra",Title,Size Free,,,,,DB339-PNK-0,0,shopify,100,deny,manual,14.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB339_Pink_Zebra_Bikini2.jpg?1257429506
pink-zebra-print-bikini,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB339_Pink_Zebra_Bikinitop.jpg?1257429506
pink-zebra-print-bikini,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB339_Pink_Zebra_Bikinibottom.jpg?1257429506
purple-and-black-checked-strapless-dress,Purple and Black Checked Strapless Dress,"",Docblack,Dresses,"black, checked, dress, mesh, purple, strapless",Size Free,Default,,,,,DB30-PRL-0,0,"",1,deny,manual,0.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/db380_purple_checked_strapless_dressps.jpg?1257429506
purple-animal-print-and-mesh-skirt,Purple Animal Print and Mesh Skirt,"I'm pretty sure there are no purple leopards out there, even though it would be immensely cool, so this skirt helps us imagine what such a world might have been like, if purple leopards had mesh and ruffles...anyway, this is a tres funky and pretty skirt!

High quality Doc Blacks original. Size Free, although will best fit sizes 8-12 (we're working on getting a wider range, promise) Bikini top not included (although it is available elsewhere on the website, so check it out!)

",Docblack,Skirts,"docblack, goth, leopard print, mini, purple, skirt",Title,One Size,,,,,DB400-PRL-0,0,shopify,100,deny,manual,15.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB400_Purple_Leopard_Mesh_Skirt2PS.jpg?1257429506
purple-animal-print-and-mesh-skirt,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB400_Purple_Leopard_Mesh_SkirtPS.jpg?1257429506
purple-animal-print-smock-dress,Purple Animal Print Smock Dress,"Lovely purple animal print smock type dress. Animal print is always cool, so why not go for a slight twist on the trend with this goregous coloured and flattering dress.

Size free. Doc Black original product.",Docblack,Dresses,"docblack, dress, leopard print, purple, smock",Size Free,Default,,,,,DB383-PRL-0,0,shopify,100,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB383_Purple_Leopard_Smock_DressPS.jpg?1257429506
purple-skull-and-roses-pencil-skirt,Purple Skull and Roses Pencil Skirt,"I personally love the whole 1940s type retro revival that's been going on lately, and this sexy secretary like skirt is a perfect way to channel it. Available in a variety of different patterns. A little bit Marilyn Monroe, a little bit rockabilly, and a lot of wow factor. Good times.

High quality Doc Blacks original. Size Free, although will best fit sizes 8-14 (we're working on getting a wider range, promise) Bikini top not included (although it is available elsewhere on the website, so check it out!)

",Docblack,Skirts,"1940s, black, docblack, goth, pencil skirt, purple, retro, roses, skulls",Title,One Size,,,,,DB394-PRL-0,0,shopify,100,deny,manual,14.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB394_Purple_SkullRoses_Pencil_Skirt2PS.jpg?1257429506
purple-skull-and-roses-pencil-skirt,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB394_Purple_SkullRoses_Pencil_SkirtPS.jpg?1257429506
purple-skulls-strappy-dress,Purple Skulls Strappy Dress,"No need to worry, we haven't spilt red paint over this dress, this is part of the design! And yes, I would imagine it is most likely to represent blood, as opposed to say, a messy eater who has just eaten an espeically tomato ketchupy beefburger! Funky skull motif on a pretty dress, what could be better?


Size Free. Doc Black original product.",Docblack,Dresses,"blood, docblack, dress, goth, purple, skulls",Size Free,Default,,,,,DB388-PRL-0,0,shopify,100,deny,manual,19.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB388_Purple_Skull_Strappy_DressPS.jpg?1257429506
rainbow-tshirt,Purple T-Shirt with Rainbow Motif ,"This lovely purple rainbow themed t-shirt is just the thing to help you embrace your inner Judy Garland (although, you know, without all the tragedy and mental offspring). Fitted cotton t-shirt, size free, but should fit 8-12. High quality Doc Black original product.",Docblack,Tops,"docblack, rainbow, shopify, t-shirt, tee, womens",Title,Size Free,,,,,DB13-MUL-0,0,shopify,99,deny,manual,9.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB31_GirlsRainbowShirt.jpg?1257429506
purple-tartan-skirt-with-mesh-overlay,Purple Tartan Skirt with Mesh Overlay,"Cute purple tartan (or plaid, if you prefer) skirt with black mesh overlay. Kinda a Lolita vibe to this one (in a non creepy way, if that's possible!). It also puts me in mind of gothic Clueless (the epic 1994 film, for all you whippersnappers out there).


High quality Doc Black original. Size Free. Bikini top not included (although it is available elsewhere on the website, so check it out!)


PS: Please ignore my total fail in Photoshop skills. There is no blue on the bottom of the skirt, just black mesh. But it's that cavalier, DIY punk attitude that is so loved in the alternative community, right?...Right?",Docblack,Skirts,"goth, Lolita, mesh, plaid, purple, skirt, tartan",Title,One Size,,,,,DB399-PRL-0,0,shopify,100,deny,manual,15.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB399_Purple_Tartan_Mesh_Skirt2PS.jpg?1257429506
purple-tartan-skirt-with-mesh-overlay,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB399_Purple_Tartan_Mesh_SkirtPS.jpg?1257429506
purple-zebra-print-bikini,Purple Zebra Print Bikini,"If zebras were this colour in the wild...well, the giraffes would be pretty jealous thats for sure! Bright and vibrant bikini, which will set off a tan perfectly.

One Size fits all.",Docblack,Bikinis,"bikini, purple, tribal, zebra",Title,Default,,,,,DB340-PRL-0,0,shopify,99,deny,manual,14.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_db340_purple_zebra_bikini2.jpg?1257429506
purple-zebra-print-bikini,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_db340_purple_zebra_bikinitop.jpg?1257429506
purple-zebra-print-bikini,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_db340_purple_zebra_bikinibottom.jpg?1257429506
red-doc-black-skirt-with-skull-and-crossbones,Red Doc Black Skirt with Skull and Crossbones,"Perfect skirt for the beach (if your lucky), exercise (if you really must) or just generally hanging around the house being fabulous (something everybody should do). Fantastic skull and crossbone print, nice and pirate like!

Has shorts built into it to perserve modesty. High quality Doc Blacks original. Size Free. Bikini top not included (although it is available elsewhere on the website, so check it out!)",Docblack,Skirts,"crossbones, pirate, red, skirt, skull, skulls",Title,One Size,,,,,DB396-RED-0,0,shopify,100,deny,manual,9.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB396_Red_SkullxBones_Skirt_Shorts2PS.jpg?1257429506
red-doc-black-skirt-with-skull-and-crossbones,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB396_Red_SkullxBones_Skirt_ShortsPS.jpg?1257429506
red-patterned-elastic-bandana,Red Patterned Elastic Bandana,"Elasticated for your convenience, these spiffy bandanas are great for people who are on the go (or, for those like me, people who are always late).",Docblack,Accessories,"bandana, elastic, patterned, red",Size Free,Size Free,,,,,DB319-RED-0,0,shopify,100,deny,manual,3.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB319_Red_Pattern_Elastic_Bandana2.jpg?1257429506
red-skull-and-roses-pencil-skirt,Red Skull and Roses Pencil Skirt,"I personally love the whole 1940s type retro revival that's been going on lately, and this sexy secretary like skirt is a perfect way to channel it. Available in a variety of different patterns. A little bit Marilyn Monroe, a little bit rockabilly, and a lot of wow factor. Good times.

High quality Doc Blacks original. Size Free, although will best fit sizes 8-14 (we're working on getting a wider range, promise) Bikini top not included (although it is available elsewhere on the website, so check it out!)

",Docblack,Skirts,"1940s, red, retro, roses, skirt, skulls",Title,One Size,,,,,DB395-RED-0,0,shopify,100,deny,manual,14.75,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB395_Red_SkullRoses_Pencil_Skirt2PS.jpg?1257429506
red-skull-and-roses-pencil-skirt,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/DB395_Red_SkullRoses_Pencil_SkirtPS.jpg?1257429506
red-ying-and-yang-elastic-bandana,Red Ying and Yang Elastic Bandana,"Elasticated for your convenience, these spiffy bandanas are great for people who are on the go (or, for those like me, people who are always late).",Docblack,Accessories,"bandana, elastic, red, yang, ying",Size Free,Size Free,,,,,DB320-RED-0,0,shopify,100,deny,manual,3.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB320_Red_YingYang_Elastic_Bandana2.jpg?1257429506
red-ying-yang-zandana,Red Ying Yang Zandana,"As to why these fine products are called zandanas, I must admit that I don't know. Then again, since what I don't know could just about fill the Grand Canyon that is neither here nor there - But any excuse for a quick Kevin Smith reference.

Tying a bandana properly can be a nightmare (Ok, that might be a little extreme, it's more of a mild annoyance), but these handy zandana's are already made up for your wearing pleasure, shaving valuable seconds off one's getting ready time (A priceless commodity for the unorganised among us). Available in various patterns and colours, so go nuts!",Docblack,Accessories,"red, yang, ying, zandana",Size Free,Size Free,,,,,DB332-RED-0,0,shopify,100,deny,manual,4.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB332_Red_YingYang_Zandana4.jpg?1257429506
red-ying-yang-zandana,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB332_Red_YingYang_Zandana3.jpg?1257429506
ribbon-hair-bobbles-various-colours,Ribbon Hair Bobbles (Various Colours),Banish bad hair days with these super sweet ribbon bobbles! Available in either blue or black.,Docblack,Accessories,"black, blue, bobble, bow, emo, goth, hair, ribbon",Title,Blue,,,,,DB174-BLU-0,0,shopify,100,deny,manual,3.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB174_Bobble_Blue_RibbonPS.jpg?1257429506
ribbon-hair-bobbles-various-colours,,,,,,Title,Black,,,,,DB167-BLK-0,0,shopify,100,deny,manual,3.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB167_Black_Ribbon_BobblePS.jpg?1257429506
riders-realm-zandana,Rider's Realm Zandana,"As to why these fine products are called zandanas, I must admit that I don't know. Then again, since what I don't know could just about fill the Grand Canyon that is neither here nor there - But any excuse for a quick Kevin Smith reference.

Tying a bandana properly can be a nightmare (Ok, that might be a little extreme, it's more of a mild annoyance), but these handy zandana's are already made up for your wearing pleasure, shaving valuable seconds off one's getting ready time (A priceless commodity for the unorganised among us). Avaiable in various patterns and colours, so go nuts!",Docblack,Accessories,"green, skull, zandana",Size Free,Size Free,,,,,DB327-GRN-0,0,shopify,100,deny,manual,4.00,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB327_Riders_Relm_Zandana4.jpg?1257429506
riders-realm-zandana,,,,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB327_Riders_Relm_Zandana3.jpg?1257429506
rock-chan-glow-in-the-dark-axe-demon-t-shirt,Rock Chan Glow-In-The-Dark Axe Demon T-shirt,"What's not to love about glow in the dark t-shirts? Nothing, thats what!Another quality alternative shirt from Rock Chang. Heavyweight, 100% cotton and with a print of a green-eyed, horned demon in front of a pair of crossed axes. The printed image is high-quality, full-colour, glows in the dark, and is printed on both the front and back of the T-Shirt.",Rock Chan,T-shirts,"axe, demon, glow, rock-chan, t-shirt, tee",Title,Small,,,,,RC1-BLK-S,2000,shopify,99,deny,manual,10.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/axes_front_full.jpg?1257429506
rock-chan-glow-in-the-dark-axe-demon-t-shirt,,,,,,Title,Medium,,,,,RC1-BLK-M,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-axe-demon-t-shirt,,,,,,Title,Large,,,,,RC1-BLK-L,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-axe-demon-t-shirt,,,,,,Title,X Large,,,,,RC1-BLK-XL,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-hairy-skull-t-shirt,Rock Chan Glow-In-The-Dark Hairy Skull T-shirt,"Who would have thought that this guy would look better in glow in the dark goodness?Another quality metal head style shirt from Rock Chan. Heavyweight, 100% cotton and with a print of a grinning hairy skull with a pentagram emblazoned on it's forehead. The printed image is high-quality, full-colour, glows in the dark, and is printed on both the front and back of the T-Shirt.",Rock Chan,T-shirts,"glow, hairy, rock-chan, skull, t-shirt, tee",Title,Small,,,,,RC2-BLK-S,2000,shopify,100,deny,manual,10.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/hairyskull_front_full.jpg?1257429506
rock-chan-glow-in-the-dark-hairy-skull-t-shirt,,,,,,Title,Medium,,,,,RC2-BLK-M,2000,shopify,99,deny,manual,10.99,,
rock-chan-glow-in-the-dark-hairy-skull-t-shirt,,,,,,Title,Large,,,,,RC2-BLK-L,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-hairy-skull-t-shirt,,,,,,Title,X Large,,,,,RC2-BLK-XL,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-human-ribcage-t-shirt,Rock Chan Glow-In-The-Dark Human Ribcage T-shirt,"Now if you really wanted your ribcage to glow in the dark you would have to roll around in toxic sludge, which would either turn you into a superhero or kill you. Or save yourself the bother and get this wicked glow in the dark t-shirt.Another quality shirt from Rock Chan. Heavyweight, 100% cotton and with a print of a ribcage and vertebrae. The printed image is high-quality, full-colour, glows in the dark, and is printed on both the front and back of the T-Shirt.",Rock Chan,T-shirts,"glow, ribcage, rock-chan, t-shirt, tee, vertebra",Title,Small,,,,,RC3-BLK-S,2000,shopify,100,deny,manual,10.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/ribcage_front_full.jpg?1257429506
rock-chan-glow-in-the-dark-human-ribcage-t-shirt,,,,,,Title,Medium,,,,,RC3-BLK-M,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-human-ribcage-t-shirt,,,,,,Title,Large,,,,,RC3-BLK-L,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-human-ribcage-t-shirt,,,,,,Title,X Large,,,,,RC3-BLK-XL,2000,shopify,0,deny,manual,10.99,,
rock-chan-glow-in-the-dark-hydra-in-lair-t-shirt,Rock Chan Glow-In-The-Dark Hydra in Lair T-shirt,"Another quality shirt from Rock Chan. Heavyweight, 100% cotton and with a print of a Hydra...Although we're pretty sure this one is not Lernaean in origin as it lurks in a shrine of human skulls rather than the spring of Amymone. Anyway, that's enough Greek mythology. All you need to know is that this T-shirt looks great! The printed image is high-quality, full-colour, glows in the dark, and is printed on both the front and back of the T-Shirt.",Rock Chan,T-shirts,"glow, hydra, lair, rock-chan, shopify, t-shirt, tee",Title,Small,,,,,RC4-BLK-S,2000,shopify,100,deny,manual,10.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/hydra_front_full.jpg?1257429506
rock-chan-glow-in-the-dark-hydra-in-lair-t-shirt,,,,,,Title,Medium,,,,,RC4-BLK-M,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-hydra-in-lair-t-shirt,,,,,,Title,Large,,,,,RC4-BLK-L,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-hydra-in-lair-t-shirt,,,,,,Title,X Large,,,,,RC4-BLK-XL,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-red-eyed-skull-shrine-t-shirt,Rock Chan Glow-In-The-Dark Red-Eyed Skull Shrine T-shirt,"This is all a bit Indianna Jones and the Last Crusade. You know, except the massive skull ornamentation over the enterance. And the lack of Sean Connery. Plus these are way cooler than any ridiculous crystal skulls as they glow in the dark! Take that George Lucas.Another goth and stylish shirt from Rock Chang. Heavyweight, 100% cotton and with a print of a shrine of skulls with tribal tattoo patterns and glowing red eyes. The printed image is high-quality, full-colour, glows in the dark, and is printed on both the front and back of the T-Shirt.",Rock Chan,T-shirts,"glow, red-eye, rock-chan, shopify, skulls, t-shirt, tee",Title,Small,,,,,RC7-BLK-S,2000,shopify,100,deny,manual,10.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/redeyeskulls_front_full.jpg?1257429506
rock-chan-glow-in-the-dark-red-eyed-skull-shrine-t-shirt,,,,,,Title,Medium,,,,,RC7-BLK-M,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-red-eyed-skull-shrine-t-shirt,,,,,,Title,Large,,,,,RC7-BLK-L,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-red-eyed-skull-shrine-t-shirt,,,,,,Title,X Large,,,,,RC7-BLK-XL,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-tribal-skull-t-shirt,Rock Chan Glow-In-The-Dark Tribal Skull T-shirt,"If it weren't for the immense size of those fangs, that could almost be the skull of one Ulquiorra Schiffer (if anyone got that reference, give yourself a big pat on the back and a gold star), but this t-shirt will look wicked on anyone, irregardless of their pop culture knowledge, it does glow in the dark after all!


Another high quality alternative style shirt from Rock Chan. Heavyweight, 100% cotton and with a print of a green-eyed, fanged demon skull in front of a tribal pattern. The printed image is high-quality, full-colour, glows in the dark, and is printed on both the front and back of the T-Shirt.",Rock Chan,T-shirts,"glow, rock-chan, shopify, skull, t-shirt, tee, tribal",Title,Small,,,,,RC8-BLK-S,2000,shopify,100,deny,manual,10.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/greeneyeskull_front_full.jpg?1257429506
rock-chan-glow-in-the-dark-tribal-skull-t-shirt,,,,,,Title,Medium,,,,,RC8-BLK-M,2000,shopify,99,deny,manual,10.99,,
rock-chan-glow-in-the-dark-tribal-skull-t-shirt,,,,,,Title,Large,,,,,RC8-BLK-L,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-tribal-skull-t-shirt,,,,,,Title,X Large,,,,,RC8-BLK-XL,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-vampire-bat-t-shirt,Rock Chan Glow-In-The-Dark Vampire Bat T-shirt,"That looks like quite the shin-dig these guys are having. A glow in the dark party at that, which we all know is the funnest kind of party!Another quality shirt from Rock Chan. Heavyweight, 100% cotton and with a print of a vampire bat surrounded by skeletons and over a goblet of blood. The printed image is high-quality, full-colour, glows in the dark, and is printed on both the front and back of the T-Shirt.",Rock Chan,T-shirts,"bat, rock-chan, shopify, t-shirt, tee, vampire",Title,Small,,,,,RC9-BLK-S,2000,shopify,100,deny,manual,10.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/bat_front_full.jpg?1257429506
rock-chan-glow-in-the-dark-vampire-bat-t-shirt,,,,,,Title,Medium,,,,,RC9-BLK-M,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-vampire-bat-t-shirt,,,,,,Title,Large,,,,,RC9-BLK-L,2000,shopify,100,deny,manual,10.99,,
rock-chan-glow-in-the-dark-vampire-bat-t-shirt,,,,,,Title,X Large,,,,,RC9-BLK-XL,2000,shopify,100,deny,manual,10.99,,
tiger-print-scarf,Scarves with Animal Print (Various Colours) Scarf,"Animal print can be an intimidating thing to introduce into one's wardrobe, so why don't add just a dash with a funky animal print scarf? To choose from: Leopards and tigers and zebras, oh my. (It's an over-referenced line, but a good one - Wizard Of Oz for those who didn't get it). And check out the other patterns and colours available, it's like somthing you'd find over the rainbow (OK, I'll stop now).",Docblack,Accessories,"animal print, docblack, emo, indie, leopard print, purple, red, scarf, tiger, zebra",Title,Leopard Print,,,,,DB301-LEP-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB301_Leopard_Print_Scarf4.jpg?1257429506
tiger-print-scarf,,,,,,Title,Purple Leopard Print,,,,,DB284-PRL-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB284_Purple_Leopard_Scarf5.jpg?1257429506
tiger-print-scarf,,,,,,Title,Tiger Print,,,,,DB300-TGR-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB300_Tiger_Print_Scarf4.jpg?1257429506
tiger-print-scarf,,,,,,Title,Grey Tiger Print,,,,,DB294-GRY-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB294_Grey_TigerPrint_Scarf5.jpg?1257429506
tiger-print-scarf,,,,,,Title,Purple Tiger Print,,,,,DB295-PRL-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB295_Purple_Tiger_Scarf5.jpg?1257429506
tiger-print-scarf,,,,,,Title,Red Tiger Print,,,,,DB297-RED-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB297_Red_Tiger_Scarf5.jpg?1257429506
tiger-print-scarf,,,,,,Title,Zebra Print,,,,,DB296-ZBA-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB296_Zebra_Scarf5.jpg?1257429506
black-skull-scarf,Scarves With Skulls (Various Colours) Scarf,"The humble skull has been a perennial favourite of the fashion industry for some time now. Or actually, maybe it was in 2003 after the first Pirates of the Caribbean film came out and everyone went mad for all things piratey and skull and crossbones appeared on everything until the market was saturated in it and everyone got fed up (Thanks a lot Phillip Green).  Now all the furore was died down let us reclaim the skull and crossbones, in the shape of these lovely scarves (and you thought this was all just a rant with no point!) Available in various colours and patterns.",Docblack,Accessories,"black, emo, goth, green, pink, punk, purple, red, scarf, skulls, white",Title,White w/ Black Skulls,,,,,DB290-WHT-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB290_White_BlackSkulls_Scarf5.jpg?1257429506
black-skull-scarf,,,,,,Title,Black w/ White Skulls,,,,,DB280-BLK-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_db280_black_whiteskulls_scarf4.jpg?1257429506
black-skull-scarf,,,,,,Title,Red w/ Black Skulls,,,,,DB282-RED-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB282_Red_BlackSkulls_Scarf5.jpg?1257429506
black-skull-scarf,,,,,,Title,Blue w/ Black Skulls,,,,,DB283-BLU-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB283_Blue_BlackSkulls_Scarf5.jpg?1257429506
black-skull-scarf,,,,,,Title,Green w/ Blue Skulls,,,,,DB289-GRN-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB289_Green_BlackSkulls_Scarf5.jpg?1257429506
black-skull-scarf,,,,,,Title,Purple w/ Black Skulls,,,,,DB291-PRL-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB291_Purple_BlackSkulls_Scarf5.jpg?1257429506
black-skull-scarf,,,,,,Title,Pink w/ Black Skulls,,,,,DB292-PNK-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB292_Pink_BlackSkulls_Scarf5.jpg?1257429506
black-scarf-with-white-spots,Scarves with Spots (Various Colours) Scarf,"Very kawaii and rather 1940/50s retro chic. These spotty scarves are perfect for that awkward autumnal weather that can never make up its mind (""shall I be hot, shall I be cold, should I be that irriating misty rain that feels like nothing but soak you through to the bone?"") Be one step ahead with one of these bad boys.",Docblack,Accessories,"black, docblack, emo, grey, indie, red, scarf, spots, white",Title,Red w/ Black Spots,,,,,DB293-RED-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB293_Red_BlackSpots_Scarf5.jpg?1257429506
black-scarf-with-white-spots,,,,,,Title,Black w/ White Spots,,,,,DB299-BLK-0,0,shopify,100,deny,manual,5.99,,http://cdn.shopify.com/s/files/1/0028/4062/products/600_DB299_Black_WhiteSpots_Scarf4.jpg?1257429506
